title,variant,price,imgUrl,link,l1,l2,inviteId,modelId,final_1688_link,提品优先级,update date,itemid,最大价格,tag,共有model数
"UFO JD 200,000W 太阳能路灯，太阳能花园灯，太阳能路灯（不含灯杆） 京东正品（一年质保）","京东鲜花 200,000 白色",155,https://cf.shopee.co.th/file/th-11134207-7r98o-lks52exc2q1meb,https://TH.xiapibuy.com/product/68021575/12709497598,灯具,灯具,IVCN2026022623450,47290957256,https://detail.1688.com/offer/621243391743.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=38bf81d85c6d3b3bbf93957863db0eb0&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DD2DC7A927D55C03D6511A0CCA913FD65D6FA062685DFF8F7D920A558D1D5758C4B369BE324A83E744B8F19128B0D93E33FB8088B45F57B9E47F28FD2CC0E231B18AD4F779334558760FEF997084D4D5331EB6FC8DBCADED4C6C8CEEEE21320CC4BD39EA2FE12E3B10C8F8B604B36B14B898A857D4DBC5009617703ACA70A0FB9599FB13A791FCCFB348394BC3CC3C62B9992F8828C4BE892C4BAC2627FBEA514F83105F677B829C78380B51EB89A4824240E4677C9392A5434E7DC42490353E706E42D3B4730B37F7535448C864AE9EC7221B298240368F7BFCACFD2218A75D567FDDB751E0BF5879D3B3FF6A21CF6F1%26cbu_cps_trace_flag%3Dwrite,高优先级,03-24发布,12709497598,155,,1
Lamptan T8 LED 防水户外三防灯具（含替换灯泡）,2x18瓦-6500K,59.8,https://cf.shopee.co.th/file/th-11134207-81ztd-mhhha9w539j71d,https://TH.xiapibuy.com/product/333417980/12770340512,灯具,灯具,IVCN202510115923,123722811037,https://detail.1688.com/offer/638042047737.html?spm=a26352.b28411319.offerlist.1.61e11e62MWUBWs&cosite=-&tracelog=p4p&_p_isad=1&clickid=fecf623a5eef47f6b7f2e0db1bb0720f&sessionid=7ff9e9c953b45752fc7c382a2f51cad1,高优先级,03-24发布,12770340512,59.8,,2
Lamptan T8 LED 防水户外三防灯具（含替换灯泡）,1x18w-6500K,13.9,https://cf.shopee.co.th/file/th-11134207-81zti-mhhha6kg4lxdd6,https://TH.xiapibuy.com/product/333417980/12770340512,灯具,灯具,IVCN202510115923,115039781785,https://detail.1688.com/offer/638042047737.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,高优先级,03-24发布,12770340512,13.9,,2
【SIRIM认证】YETPLUS 眼球形 EB963 5W 10W 家居装饰吸顶灯,圆形 10W，冷白光,7.8,https://cf.shopee.com.my/file/my-11134207-7qukx-lk7rfqinlys66d,https://MY.xiapibuy.com/product/54192363/12857396355,灯具,灯具,IVCN202509119227,37945393517,https://detail.1688.com/offer/940564080461.html?spm=a26352.b28411319/2508.0.0.672b1e622nz4hk&cosite=-&tracelog=p4p&_p_isad=1&clickid=800ad6e4ecfe418cbd88f231f86b81e9&sessionid=104bd43af450d4cfe2b9eb845966bf4d,高优先级,03-24发布,12857396355,7.8,,1
大型底座灯座（价格/24个）E27螺口底座 SANTORY LH-538 [*4-HE-T110],大型底座灯座（价格/24个）E27螺口底座 SANTORY LH-538 [*4-HE-T110],48,https://cf.shopee.co.th/file/th-11134201-7rask-m699o16xn0a273,https://TH.xiapibuy.com/product/369340126/13031682386,灯具,灯具,IVCN202603237161,95398698862,https://detail.1688.com/offer/728150539561.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i18&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,高优先级,03-24发布,13031682386,48,,1
30 LED T8 18W 灯条，镀金底座带开关，120cm 长，30 个灯泡，日光白 6500K，适用于 AC 220V 家用电源。,SZT818W 镀金 LED，1800流明,59.7,https://cf.shopee.co.th/file/th-11134207-81zth-mh1h3hbmy6mlda,https://TH.xiapibuy.com/product/78583482/1321710726,灯具,灯具,IVCN202603237061,18717431851,https://detail.1688.com/offer/616650650794.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&sk=consign&spm=a2639h.29135442.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,高优先级,03-24发布,1321710726,59.7,,1
奠光牌太阳能LED泛光灯（功率60W-300W，2年质保）,200W-V02,52.4,https://cf.shopee.vn/file/vn-11134207-820l4-mha7iyknv30oed,https://VN.xiapibuy.com/product/88212095/13399608281,灯具,灯具,IVCN202603237163,59677156896,https://detail.1688.com/offer/645694293095.html?spm=a26352.b28411319/2508.0.0&cosite=-&tracelog=p4p&_p_isad=1&clickid=990648f5dff14ce29c8ad2d2cf226729&sessionid=26b2fcee6fa87aba74c84aba19cc92c1,高优先级,03-24发布,13399608281,52.4,,1
"3H YCA1006 红外运动传感器 [表面/嵌入式/3""x3""/E27 支架]",SS18 表面（白色）,12,https://cf.shopee.com.my/file/my-11134207-7qul6-lh7p40njy5rhaa,https://MY.xiapibuy.com/product/15390731/1383197365,灯具,灯具,IVCN202511260693,99368769135,https://detail.1688.com/offer/675978090487.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b0fdc4f17601656950084438e0e13&token=04JzJpKuK20NSwoe%2FB32wXJTJJ1RFTspY4HnmJ4rEducnQAGJgv51wN4HD3yO3Ks,高优先级,03-24发布,1383197365,12,,1
复古马车轮吊灯，工业风装饰，双电压，E-27灯座,Roda GG 90厘米,168,https://cf.shopee.com.br/file/br-11134207-7r98o-lwilbixjpd4l38,https://BR.xiapibuy.com/product/319001684/13849279660,灯具,灯具,IVCN202601220311,229405260923,https://detail.1688.com/offer/793041328956.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,高优先级,03-24发布,13849279660,168,,1
Tuya RGBCW Zigbee筒灯：可通过App控制开关、颜色变化、定时器，兼容Google Home/Alexa。,12W（Zigbee）,25,https://cf.shopee.co.th/file/84373ed868593668051f2ee8fee7d36b,https://TH.xiapibuy.com/product/1714264/14222964795,灯具,灯具,IVCN202510249105,114583594232,https://detail.1688.com/offer/799410556665.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,高优先级,03-24发布,14222964795,25,,1
BOSCA 太阳能灯 200W / 300W 太阳能 LED 户外泛光灯 IP67 防水带遥控器 货到付款,200瓦,38,https://cf.shopee.ph/file/sg-11134201-22100-orvz823mm5iv5c,https://PH.xiapibuy.com/product/135708811/14494345567,灯具,灯具,IVCN202512041935,192913738577,https://detail.1688.com/offer/851597284051.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b51056217640576519718447e0c3d&token=WEFmKRgVVUq6ZHJqaD8a2S2do%2Bm%2FSrM0GlMEbc118toYVff9TzTnkHkel%2FEG8QtK,高优先级,03-24发布,14494345567,38,,1
Bosca 40w 太阳能泛光灯，压铸铝外壳，防水等级 IP65，带遥控器。,40瓦盒子，40瓦原装,16.5,https://cf.shopee.ph/file/91a8f2df4f4527bce62ee890fe6481aa,https://PH.xiapibuy.com/product/460324121/14540966243,灯具,灯具,IVCN202603237171,180220066334,https://detail.1688.com/offer/968489082712.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,高优先级,03-24发布,14540966243,16.5,,1
LGL 50W 光合作用灯，室内植物生长灯，清晨阳光有助于植物茁壮生长,LGL 50W灯泡,52.9,https://cf.shopee.vn/file/vn-11134207-7ra0g-m9im6ql58u4n9d,https://VN.xiapibuy.com/product/74473842/14968022962,灯具,灯具,IVCN202510115977,280014134877,https://detail.1688.com/offer/670611463850.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,高优先级,03-24发布,14968022962,52.9,,1
北斗七星舞台LED灯 54*3W 三合一全彩RGB 180W PAR灯 LPC015,LPC015,65,https://cf.shopee.ph/file/e80ef876ed31722de8d63ed49583658f,https://PH.xiapibuy.com/product/164057281/15047529576,灯具,灯具,IVCN202603237175,124027541525,https://detail.1688.com/offer/569010117878.html?spm=a26352.b28411319/2508.0.0,高优先级,03-24发布,15047529576,65,,1
星光串灯 5米（216颗LED灯珠）和 4米（96颗LED灯珠）防水等级 IP44 室内外/节日装饰灯,多色，5米,13.5,https://cf.shopee.com.my/file/62873cd3093c16af81ade0e11271c829,https://MY.xiapibuy.com/product/326619568/15163148976,灯具,灯具,IVCN202505164119,124706064183,https://detail.1688.com/offer/652001640143.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2166f71a17502996502832331e0e90&token=Yu77MMvhziPwqU9HRUiyybImZA%2F%2FsnLn8VM6kTgUSZoXyeCIE5TlwMb2KTZziZZu,高优先级,03-24发布,15163148976,13.5,,1
Eve LED 高棚 UFO 灯，额外 100W、200W、300W，日光白，IP65。,200瓦额外型号,79.2,https://cf.shopee.co.th/file/th-11134207-7r98s-lnqtvnkvn6lsfb,https://TH.xiapibuy.com/product/125778767/15347190427,灯具,灯具,IVCN2025072824237,207029876148,https://detail.1688.com/offer/888899582293.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b5ecd17534097337513309e10f9&token=TGi%2FJhzZpbwHb6joTOyIk687wEBWoMC5cwPfzhJIGJh82%2BVN7uSJJIt%2FfUEySF55,高优先级,03-24发布,15347190427,79.2,,1
LAMPTAN / LAMPTIFY LED筒灯超薄面板灯 5英寸9瓦 / 6英寸12瓦 / 7英寸15瓦 / 8英寸18瓦 / 11英寸24瓦,圆形白光灯，24瓦,17.5,https://cf.shopee.co.th/file/th-11134207-7r98v-lnwncs252ka824,https://TH.xiapibuy.com/product/52591873/15390393821,灯具,灯具,IVCN202505164017,217139194556,,高优先级,03-24发布,15390393821,17.5,,1
紫阳1000颗LED灯串100米插电式装饰灯串,1000L透明线,39,https://cf.shopee.ph/file/ph-11134207-81ztl-mkx98tiwketf7f,https://PH.xiapibuy.com/product/7703224/15399183754,灯具,灯具,IVCN202603237179,250016232505,https://detail.1688.com/offer/991823511179.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21360a2e17737435023606915e0dea&token=oNIEFI%2BwBk42Co4XhfOmaT4MZIZLE0dYS3AgG9IJ7thXbkuyyj8yeye4%2FbBELOO2,高优先级,03-24发布,15399183754,39,,1
Bosca 60w 原装铝框太阳能泛光灯，防水等级 IP65，带遥控器。,60瓦盒子，60瓦原装,26.4,https://cf.shopee.ph/file/58e179b39d3d53667777265e39d8c71e,https://PH.xiapibuy.com/product/460324121/15440963827,灯具,灯具,IVCN2025072824243,190219862340,https://detail.1688.com/offer/587848949750.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=24e18fd962878661c584e7a1d32b4790&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD05C1BD6ABB449CE46147FC88EA630CBAC31FEFBD3966EDE4DF88C915D5486E33D1003E749B3EAAA5861098A75E16F4D226600F2847DABD1A5F0FFA4FF39BCCC320D4625E68D0D47AF6FEC9241CC79F982F2298161E9E1CDC58D020757FE3C92F48B30E42E544EC9AEF227AC3399CE7179F9D696F7B8063397EEF6D6099BA67CE2BA95CC4F9A8AC070DA462037D66EB607F113F420D2DC8CC186E582710D968687773B236484C7D4973B07F5046561D3048107A2EFEF51E493DACB8CA1A35C52FB32DFD8136AAABFE1687D66B81A84494,高优先级,03-24发布,15440963827,26.4,,2
Bosca 60w 原装铝框太阳能泛光灯，防水等级 IP65，带遥控器。,HP SO1 60w，60w 原装,26.4,https://cf.shopee.ph/file/6e7d08545d9f339a393f97525767002f,https://PH.xiapibuy.com/product/460324121/15440963827,灯具,灯具,IVCN2025072824243,190219862341,https://detail.1688.com/offer/587848949750.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=24e18fd962878661c584e7a1d32b4790&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD05C1BD6ABB449CE46147FC88EA630CBAC31FEFBD3966EDE4DF88C915D5486E33D1003E749B3EAAA5861098A75E16F4D226600F2847DABD1A5F0FFA4FF39BCCC320D4625E68D0D47AF6FEC9241CC79F982F2298161E9E1CDC58D020757FE3C92F48B30E42E544EC9AEF227AC3399CE7179F9D696F7B8063397EEF6D6099BA67CE2BA95CC4F9A8AC070DA462037D66EB607F113F420D2DC8CC186E582710D968687773B236484C7D4973B07F5046561D3048107A2EFEF51E493DACB8CA1A35C52FB32DFD8136AAABFE1687D66B81A84494,高优先级,03-24发布,15440963827,26.4,,2
Orbik 加热灯泡 透明红外线白炽灯 R125 IR 375W 或 250W E27 Osram Siccatherm,Orbik 375W,3.3,https://cf.shopee.ph/file/3e3d93ce891085ce949cbfa86ca1f044,https://PH.xiapibuy.com/product/140576173/15451239941,灯具,灯具,IVCN202509023423,152376563130,https://detail.1688.com/offer/579819671285.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2104e90217562046888206346e0c5f&token=gEXvaKRpREyCpp2R8lYZPMU%2FTv2XskXEKhQBsmRIl8uJWyK%2BSyIFMks73E38NPUS,高优先级,03-24发布,15451239941,3.3,,1
NSS太阳能泛光灯户外太阳能灯LED泛光太阳能灯10W/30W/50W/60W/100W路灯,100瓦,85.8,https://cf.shopee.ph/file/4822a796bb98135fbf36e18eec1b2057,https://PH.xiapibuy.com/product/781476330/15487231065,灯具,灯具,IVCN202507284272,125999458791,,高优先级,03-24发布,15487231065,85.8,,1
Lampu Jalan Raya 500000W IP68 防水太阳能路灯 户外铝制 LED 太阳能运动感应,250000W 亮度 -GET2,83,https://cf.shopee.com.my/file/my-11134207-820lg-mi00ysd42oe82a,https://MY.xiapibuy.com/product/698597508/15662925599,灯具,灯具,IVCN202510115997,292309246375,https://detail.1688.com/offer/989791669880.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,高优先级,03-24发布,15662925599,83,,1
飞利浦 TUV 30W T8 杀菌灯管套装，90cm 长。<波兰> 全套配件，即买即用（环保套装）。,飞利浦 TUV 30W T8 杀菌灯管套装，90cm 长。<波兰> 全套配件，即买即用（环保套装）。,58,https://cf.shopee.co.th/file/295cfe314ba1cdc6cb7dfa0ff1688cf9,https://TH.xiapibuy.com/product/40768764/15845751358,灯具,灯具,IVCN202603237183,115236664839,https://detail.1688.com/offer/657610647577.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bab14ad17737435979236989e101a&token=uMpET3mvtSJZ0gOUgluona4Hjp2drAf%2F1hxWQf953Z2zfl7kgsbKXC%2Fodsa2Vcbj,高优先级,03-24发布,15845751358,58,,1
Ecolum 200W 太阳能泛光灯 - CFL52200DL,默认,35,https://cf.shopee.ph/file/ph-11134207-81zth-mifrzukryknb7d,https://PH.xiapibuy.com/product/126386977/16658923172,灯具,灯具,IVCN202511052373,87579656707,https://detail.1688.com/offer/703345177927.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,高优先级,03-24发布,16658923172,35,,1
原装20W防水富士宾头灯/可充电头灯,黄灯,8.9,https://cf.shopee.com.my/file/my-11134207-7r990-lodm33ln788e0d,https://MY.xiapibuy.com/product/287205105/17024567926,灯具,灯具,IVCN202505192279,170972413286,https://detail.1688.com/offer/654332215832.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=0da8b4569c877a7a3e8365a80b39f3a6&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD05C1BD6ABB449CE46147FC88EA630CBAC31FEFBD3966EDE4DF88C915D5486E33D1003E749B3EAAA5861098A75E16F4D226600F2847DABD1A5F0FFA4FF39BCCC320D4625E68D0D47AF6FEC9241CC79F982F2298161E9E1CDC647DB51A97936BD5F83647F0B0989082DDD68BA75746167D914B587945FCB4AA7EEF6D6099BA67CE089F770C23C101B763171D5588F46675D8B0B75291C12F95E6B3EF180F61CA967C43498D533D3702CF74DBB2BB5F1AF4747EE3F48CC60FA2A1B5DAFABAED14D23B77BF67879DDE98AB30A8F174DBE9FE57BF788E10F019690C536303D8C68E44%26cbu_cps_trace_flag%3Dwrite,高优先级,03-24发布,17024567926,8.9,,1
金威特大功率LED球泡灯 E27 E40 100W 150W 200W LED灯泡 大功率灯泡 高棚灯泡 工程灯,200瓦，E40冷白光,20.3,https://cf.shopee.com.my/file/cn-11134207-7qukw-lh90iy0eamzjfb,https://MY.xiapibuy.com/product/258793414/17135987588,灯具,灯具,IVCN2025072827317,171395140873,https://s.click.1688.com/jump.html?ju=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD05C1BD6ABB449CE46147FC88EA630CBAC31FEFBD3966EDE4DF88C915D5486E33D1003E749B3EAAA5861098A75E16F4D226600F2847DABD1A5F0FFA4FF39BCCC320D4625E68D0D47AF6FEC9241CC79F982F2298161E9E1CDC0774E2DCF3E54B40199C56CF99219FCA7CBF6522A720AB11E36F32DA23F092557EEF6D6099BA67CE089F770C23C101B721CBE38E1745354D168EF93B206102B69BB5238B03DDDCEDFAFAE3E5C26DD5F4A49637BDCE76B35D55F4440A89345B0CB63E34D8490F13279CB036BE29CE5FDD02CA069BB8F8CB6DF8EE4F961F22B77D2F5509BC49E0D559%26kj_agent_plugin%3Daliprice%26fromkv%3DxytTrace%3A0%26jutrace%3D9e5362d2-737b-4bbd-8d68-c972cd028919,高优先级,03-24发布,17135987588,20.3,,1
